comment_id,parent_comment_id,video_id,is_reply,author,published_at,updated_at,like_count,text,inferred_parent_id,depth,newspaper,author_anon,label
UgwreUh9RADT797MJ514AaABAg,,0iJsX7ptQow,False,author_1607,2026-05-26T09:09:18Z,2026-05-26T09:09:18Z,8,Non dirmi che si è rotta la bottiglia?,,0,repubblica,author_1607,0
Ugwpy-Gn7DIpeLfrwTl4AaABAg,,0iJsX7ptQow,False,author_1608,2026-05-26T09:18:24Z,2026-05-26T09:18:24Z,3,Ma ha dei problemi psichici?,,0,repubblica,author_1608,1
UgwZCGFCqxif9-MLrFR4AaABAg,,0iJsX7ptQow,False,author_178,2026-05-26T09:19:13Z,2026-05-26T09:19:13Z,0,Mandatela in Argentina a finte la sua oramai squallida vita da escort ….,,0,repubblica,author_178,1
UgywJWjRGR-OeEUmHMF4AaABAg,,0iJsX7ptQow,False,author_1609,2026-05-26T09:19:46Z,2026-05-26T09:19:46Z,36,ma che ce ne fotte? ma che articoli sono? che scarsezza.,,0,repubblica,author_1609,1
Ugwpy-Gn7DIpeLfrwTl4AaABAg.AXGUbF_Kl02AXGVGRZd_4c,Ugwpy-Gn7DIpeLfrwTl4AaABAg,0iJsX7ptQow,True,author_1610,2026-05-26T09:24:10Z,2026-05-26T09:24:10Z,1,"Ha sempre fatto casino , litigò anche con un vigile",Ugwpy-Gn7DIpeLfrwTl4AaABAg,1,repubblica,author_1610,1
Ugxj7ndESubWwLSesxt4AaABAg,,0iJsX7ptQow,False,author_699,2026-05-26T09:27:17Z,2026-05-26T09:27:17Z,1,E allora?,,0,repubblica,author_699,0
UgxU5B4XlJ_509zPs_R4AaABAg,,0iJsX7ptQow,False,author_1611,2026-05-26T09:27:51Z,2026-05-26T09:27:51Z,2,Magari si stava facendo inculare forte...,,0,repubblica,author_1611,1
UgxU5B4XlJ_509zPs_R4AaABAg.AXGVgNsMF8WAXGVjDs700t,UgxU5B4XlJ_509zPs_R4AaABAg,0iJsX7ptQow,True,author_1612,2026-05-26T09:28:14Z,2026-05-26T09:28:14Z,0,😮😮😮😮😮😮😮😮,UgxU5B4XlJ_509zPs_R4AaABAg,1,repubblica,author_1612,0
UgwYhL0aaPhHj6xFUSJ4AaABAg,,0iJsX7ptQow,False,author_1613,2026-05-26T09:28:27Z,2026-05-26T09:28:27Z,0,NON CE NE FOTTE UN CAZZO TORNASSE AL SUO PAESE,,0,repubblica,author_1613,1
Ugywg5NSBTgaIIA8VRJ4AaABAg,,0iJsX7ptQow,False,author_427,2026-05-26T09:29:53Z,2026-05-26T09:29:53Z,4,Troppi centimetri ?😂,,0,repubblica,author_427,1
UgzjO6MZmqH8pAu771d4AaABAg,,0iJsX7ptQow,False,author_1614,2026-05-26T09:31:35Z,2026-05-26T09:31:35Z,6,C'è ne frega molto a noi😂😂,,0,repubblica,author_1614,0
UgywJWjRGR-OeEUmHMF4AaABAg.AXGUlDl9R-wAXGWFC-FY_z,UgywJWjRGR-OeEUmHMF4AaABAg,0iJsX7ptQow,True,author_1615,2026-05-26T09:32:44Z,2026-05-26T10:22:39Z,9,"La notizia non è Belen che urla, ma che per colpa sua una strada pubblica è stata chiusa per tre ore",UgywJWjRGR-OeEUmHMF4AaABAg,1,repubblica,author_1615,0
Ugyt0ft4wkCeP4gerXh4AaABAg,,0iJsX7ptQow,False,author_1616,2026-05-26T09:32:52Z,2026-05-26T09:32:52Z,0,Macché cazzo mi frega ne ha buscate cazzi suoi vuole dire che se le meritava o no,,0,repubblica,author_1616,1
UgzxqwkK_PzIcwXu2PJ4AaABAg,,0iJsX7ptQow,False,author_682,2026-05-26T09:37:28Z,2026-05-26T09:37:28Z,4,Forse l' amico ha preteso il lato B,,0,repubblica,author_682,1
Ugywg5NSBTgaIIA8VRJ4AaABAg.AXGVvMtuufIAXGWs1tyJdA,Ugywg5NSBTgaIIA8VRJ4AaABAg,0iJsX7ptQow,True,author_125,2026-05-26T09:38:10Z,2026-05-26T09:38:10Z,1,Sei ancora a questi livelli? 😊,Ugywg5NSBTgaIIA8VRJ4AaABAg,1,repubblica,author_125,0
UgwreUh9RADT797MJ514AaABAg.AXGTZcexwu9AXGXB4QVJej,UgwreUh9RADT797MJ514AaABAg,0iJsX7ptQow,True,author_1617,2026-05-26T09:40:54Z,2026-05-26T09:40:54Z,1,È che faceva con la bottiglia??😊,UgwreUh9RADT797MJ514AaABAg,1,repubblica,author_1617,0
UgxAz30iwh51WhjyX_54AaABAg,,0iJsX7ptQow,False,author_1618,2026-05-26T09:41:17Z,2026-05-26T09:41:17Z,10,La psichiatria è  aperta !!!!!! Questa non è normale!!!!!!! Non badatela tanto domani prepara il trolley e va in vacanza col prossimo di turno 😅😅😅,,0,repubblica,author_1618,1
UgzxqwkK_PzIcwXu2PJ4AaABAg.AXGWmtsaD1LAXGXFICsgX-,UgzxqwkK_PzIcwXu2PJ4AaABAg,0iJsX7ptQow,True,author_1619,2026-05-26T09:41:29Z,2026-05-26T09:41:29Z,1,"Da,mo",UgzxqwkK_PzIcwXu2PJ4AaABAg,1,repubblica,author_1619,1
Ugywg5NSBTgaIIA8VRJ4AaABAg.AXGVvMtuufIAXGXh9nwOKr,Ugywg5NSBTgaIIA8VRJ4AaABAg,0iJsX7ptQow,True,author_427,2026-05-26T09:45:25Z,2026-05-26T09:45:25Z,0,​author_7574? Perché impegnarsi ad alzare il livello Secci sono saccense come lei 😂,Ugywg5NSBTgaIIA8VRJ4AaABAg.AXGVvMtuufIAXGWs1tyJdA,2,repubblica,author_427,1
UgzxqwkK_PzIcwXu2PJ4AaABAg.AXGWmtsaD1LAXGXyQ0Apzv,UgzxqwkK_PzIcwXu2PJ4AaABAg,0iJsX7ptQow,True,author_682,2026-05-26T09:47:47Z,2026-05-26T09:47:47Z,0,​author_7575 è un nuovo amico più dotato,UgzxqwkK_PzIcwXu2PJ4AaABAg.AXGWmtsaD1LAXGXFICsgX-,2,repubblica,author_682,1
Ugy2IUQ8UgnTyqBLo054AaABAg,,0iJsX7ptQow,False,author_1620,2026-05-26T09:47:55Z,2026-05-26T09:47:55Z,9,Perche non se ne torna in Argentina con la sorellina santa?,,0,repubblica,author_1620,1
Ugzsuq2zBDbEq9FwbT14AaABAg,,0iJsX7ptQow,False,author_1621,2026-05-26T09:49:46Z,2026-05-26T09:49:46Z,0,Ci rendiamo conto strada chiusa per 3 ore per sta zoccola che paese di merda che siamo diventati,,0,repubblica,author_1621,1
UgwagcHFqzNLCCN6XjF4AaABAg,,0iJsX7ptQow,False,author_1622,2026-05-26T09:51:36Z,2026-05-26T09:51:36Z,30,"Leggo commenti superficiali , inaccettabili… Belem soffre di depressione ed attacchi di ansia e panico … non si doveva fare un post al riguardo per privacy",,0,repubblica,author_1622,1
UgwKqSQNrRoh345xlaR4AaABAg,,0iJsX7ptQow,False,author_1623,2026-05-26T09:51:42Z,2026-05-26T09:51:42Z,25,Strada chiusa???,,0,repubblica,author_1623,0
UgzMe_rNBIABItqZzRN4AaABAg,,0iJsX7ptQow,False,author_871,2026-05-26T09:52:05Z,2026-05-26T09:52:05Z,0,"Incredibile come pur non essendo stata resa pubblica nessuna notizia in merito a ciò che è successo, tutta la gente che ha commentato sotto questo video parla come se già sapesse tutto sull'accaduto. Ma quanto bisogna essere stupidi, imbecilli, ritardati, handicappati e ignoranti? E soprattutto, com'è possibile? Ve lo dico io signore e signori, basta essere ITALIANO MEDIO. Imbarazzante",,0,repubblica,author_871,1
UgwKqSQNrRoh345xlaR4AaABAg.AXGYQ54iT0hAXGYlw1LAgC,UgwKqSQNrRoh345xlaR4AaABAg,0iJsX7ptQow,True,author_1624,2026-05-26T09:54:49Z,2026-05-26T09:54:49Z,7,Vai tranquilla che se eri tu o io la via non l' avrebbero chiusa.,UgwKqSQNrRoh345xlaR4AaABAg,1,repubblica,author_1624,1
UgywJWjRGR-OeEUmHMF4AaABAg.AXGUlDl9R-wAXGYz41e4OK,UgywJWjRGR-OeEUmHMF4AaABAg,0iJsX7ptQow,True,author_19,2026-05-26T09:56:36Z,2026-05-26T09:56:36Z,0,😂😂😂😂😂,UgywJWjRGR-OeEUmHMF4AaABAg,1,repubblica,author_19,0
UgwreUh9RADT797MJ514AaABAg.AXGTZcexwu9AXGZ09m7H78,UgwreUh9RADT797MJ514AaABAg,0iJsX7ptQow,True,author_19,2026-05-26T09:56:54Z,2026-05-26T09:56:54Z,2,😂😂😂😂😂,UgwreUh9RADT797MJ514AaABAg,1,repubblica,author_19,0
UgzGm-ayJf7G9qefNdV4AaABAg,,0iJsX7ptQow,False,author_1625,2026-05-26T09:57:49Z,2026-05-26T09:57:49Z,42,Da lei nessun assistente sociale? Pensa questi poveri condomini che avranno speso milioni di euro per vivere in quel condominio stra lussuoso...e si ritrovano una vicina del genere....🫣🫣..a volte adoro la mia semplicissima esistenza,,0,repubblica,author_1625,1
Ugywg5NSBTgaIIA8VRJ4AaABAg.AXGVvMtuufIAXGZ7rOG4G5,Ugywg5NSBTgaIIA8VRJ4AaABAg,0iJsX7ptQow,True,author_19,2026-05-26T09:57:57Z,2026-05-26T09:57:57Z,0,Volgare😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,Ugywg5NSBTgaIIA8VRJ4AaABAg,1,repubblica,author_19,1
UgzzzZIuC17rQg5y3a14AaABAg,,0iJsX7ptQow,False,author_1626,2026-05-26T09:59:26Z,2026-05-26T09:59:26Z,0,Abita a Milano. Probabilmente ha subito un furto o una rapina.,,0,repubblica,author_1626,0
UgyCbNrvTZKKDn3T6s94AaABAg,,0iJsX7ptQow,False,author_1627,2026-05-26T10:02:31Z,2026-05-26T10:02:31Z,5,Ma chi se ne frega che caxxo,,0,repubblica,author_1627,1
UgxomUxUjdGsK6XvcYp4AaABAg,,0iJsX7ptQow,False,author_1628,2026-05-26T10:02:54Z,2026-05-26T10:02:54Z,0,"Notizia di importanza fondamentale!!
Ma andate a lavorare, voi e quella deficiente!",,0,repubblica,author_1628,1
UgwreUh9RADT797MJ514AaABAg.AXGTZcexwu9AXGZkWqFSzH,UgwreUh9RADT797MJ514AaABAg.AXGTZcexwu9AXGXB4QVJej,0iJsX7ptQow,True,author_1628,2026-05-26T10:03:22Z,2026-05-26T10:03:22Z,1,​author_1617😂😂😂😂,UgwreUh9RADT797MJ514AaABAg.AXGTZcexwu9AXGXB4QVJej,2,repubblica,author_1628,0
UgwagcHFqzNLCCN6XjF4AaABAg.AXGYPT9Sx7OAXGZpWiUj4r,UgwagcHFqzNLCCN6XjF4AaABAg,0iJsX7ptQow,True,author_1628,2026-05-26T10:04:02Z,2026-05-26T10:04:02Z,2,"Taci, è meglio!",UgwagcHFqzNLCCN6XjF4AaABAg,1,repubblica,author_1628,1
UgwreUh9RADT797MJ514AaABAg.AXGTZcexwu9AXG_6mFZLew,UgwreUh9RADT797MJ514AaABAg,0iJsX7ptQow,True,author_1629,2026-05-26T10:06:32Z,2026-05-26T10:06:32Z,0,Eeee,UgwreUh9RADT797MJ514AaABAg,1,repubblica,author_1629,0
UgxncBaCRMOC-Vsvxy94AaABAg,,0iJsX7ptQow,False,author_268,2026-05-26T10:07:15Z,2026-05-26T10:07:15Z,0,Stavo per bloccare ma ho fatto bene a leggere sotto 😁,,0,repubblica,author_268,0
Ugx-pTlPXNflwSibO3h4AaABAg,,0iJsX7ptQow,False,author_1630,2026-05-26T10:07:25Z,2026-05-26T10:08:47Z,0,"L'avranno stuprata.....tanto una piu',una meno.......",,0,repubblica,author_1630,1
Ugz3T1SQt25kjE1t7j94AaABAg,,0iJsX7ptQow,False,author_392,2026-05-26T10:11:10Z,2026-05-26T10:11:10Z,4,Serietà delle notizie livello :italia🤮🤮🤮,,0,repubblica,author_392,1
UgxihOepmfjgeC4009Z4AaABAg,,0iJsX7ptQow,False,author_1631,2026-05-26T10:11:46Z,2026-05-26T10:11:46Z,1,T.S.O?,,0,repubblica,author_1631,1
UgxmxNsQiLbXapPLyjR4AaABAg,,0iJsX7ptQow,False,author_1632,2026-05-26T10:13:41Z,2026-05-26T10:13:41Z,8,Un bel Tso mette apposto 😅,,0,repubblica,author_1632,1
