comment_id,parent_comment_id,video_id,is_reply,author,published_at,updated_at,like_count,text,inferred_parent_id,depth,newspaper,author_anon,label
UgzzSniOmllPq5a7O1p4AaABAg,,EqKlLQOGnEs,False,author_30,2026-05-27T15:05:58Z,2026-05-27T15:05:58Z,0,"😂😂😂 ma l'insetto non è carne. Andate a cagare, ""mina la fiducia degli studenti"".😂😂😂 È entrata una mosca nel piatto. Sarà colpa della Meloni?😂😂😂",,0,repubblica,author_30,1
UgxryZ0nv4WqexPk8Eh4AaABAg,,EqKlLQOGnEs,False,author_45,2026-05-27T15:07:21Z,2026-05-27T15:07:21Z,22,Non ho capito se il problema sono le condizioni igieniche o il fatto che hanno provato a somministrargli carne,,0,repubblica,author_45,1
UgxayPtfYaoWFgUjVqV4AaABAg,,EqKlLQOGnEs,False,author_46,2026-05-27T15:08:55Z,2026-05-27T15:09:09Z,4,"Mica tanto vegetale allora 😂😂 mangiate normale, mangiate sano!!!",,0,repubblica,author_46,1
UgzqbAfWHXk_rOeWhax4AaABAg,,EqKlLQOGnEs,False,author_47,2026-05-27T15:08:59Z,2026-05-27T15:08:59Z,5,Se non dite il nome dell’azienda che ha in appalto il servizio di ristorazione a che serve sta notizia?,,0,repubblica,author_47,0
UgwyXPslJI4wQL-g5ox4AaABAg,,EqKlLQOGnEs,False,author_48,2026-05-27T15:11:12Z,2026-05-27T15:11:12Z,2,Non sapevano come complementare il fabbisogno proteico 😅,,0,repubblica,author_48,1
UgzvoroFBVFSJ-m-B0R4AaABAg,,EqKlLQOGnEs,False,author_49,2026-05-27T15:14:48Z,2026-05-27T15:14:48Z,0,Un disastro…non è più vegetariana,,0,repubblica,author_49,1
UgxryZ0nv4WqexPk8Eh4AaABAg.AXJgKpnwT1cAXJhLffkB2W,UgxryZ0nv4WqexPk8Eh4AaABAg,EqKlLQOGnEs,True,author_50,2026-05-27T15:16:12Z,2026-05-27T15:16:12Z,4,Conoscendo l'ambiente dico la seconda,UgxryZ0nv4WqexPk8Eh4AaABAg,1,repubblica,author_50,1
Ugwy-E3Pho_b-qG-DYl4AaABAg,,EqKlLQOGnEs,False,author_51,2026-05-27T15:18:52Z,2026-05-27T15:18:52Z,0,Republidiota??? Per me è colpa della Meloni😍🥹🤣🤣🤣🤣. Che BOTTO A VENEZIA 🤣🤣🤣🤣🤣🤣🤣🤣🤣,,0,repubblica,author_51,1
UgzqbAfWHXk_rOeWhax4AaABAg.AXJgWqGWwb7AXJj1bJgq25,UgzqbAfWHXk_rOeWhax4AaABAg,EqKlLQOGnEs,True,author_52,2026-05-27T15:30:56Z,2026-05-27T15:30:56Z,1,"Probabilmente il nome dell'azienda è ancora sconosciuto, magari ci sono delle indagini in corso se c'è stata denuncia.",UgzqbAfWHXk_rOeWhax4AaABAg,1,repubblica,author_52,0
UgxtgAEhzXGWJiiyhEZ4AaABAg,,EqKlLQOGnEs,False,author_27,2026-05-27T15:31:12Z,2026-05-27T15:31:12Z,5,Tutte Proteine se era ridotto in Farina te lo mangiavo e dicevi che è Buono 😂❤,,0,repubblica,author_27,0
UgyxOR44REniGBW60Ul4AaABAg,,EqKlLQOGnEs,False,author_53,2026-05-27T15:46:15Z,2026-05-27T15:46:15Z,3,😂😂😂 fino a ieri ci volevano fare mangiare insetti larve e latte di scarafaggi! Oggi è uno scandalo! 😂😂,,0,repubblica,author_53,1
Ugx-46HjSWE7X-c6abp4AaABAg,,EqKlLQOGnEs,False,author_54,2026-05-27T15:47:15Z,2026-05-27T15:47:15Z,2,"Ben gli sta, poteva prendere quello di carne!",,0,repubblica,author_54,1
Ugxf1ghxAMu6Fa5cExt4AaABAg,,EqKlLQOGnEs,False,author_55,2026-05-27T16:13:24Z,2026-05-27T16:13:24Z,1,Ahah l'insetto era carne,,0,repubblica,author_55,1
