comment_id,parent_comment_id,video_id,is_reply,author,published_at,updated_at,like_count,text,inferred_parent_id,depth,newspaper,author_anon,label
UgxEqVm9feyrnmtAstR4AaABAg,,41Q3Nm3A6Co,False,author_213,2026-05-21T13:14:34Z,2026-05-21T13:14:34Z,3,A fatto bene ad andare in Spagna altroché perché aveva bisogno di nuovi stimoli artistici mahmood pezzente,,0,ilmessaggero,author_213,1
UgygoEVkIQFUE-0NSTV4AaABAg,,41Q3Nm3A6Co,False,author_6383,2026-05-21T14:27:38Z,2026-05-21T14:27:38Z,3,Buttate le chiavi vergogna anche chi lo guarda 🤮🤮🤮🤢😵😵,,0,ilmessaggero,author_6383,1
Ugycqv4_L6Cuturmez14AaABAg,,41Q3Nm3A6Co,False,author_6384,2026-05-21T15:53:20Z,2026-05-21T15:53:20Z,5,Ora avete capito perché ha lasciato l'Italia Moahommud  se puoi non tornare più che non ci manchi,,0,ilmessaggero,author_6384,1
UgxwaQuYuw7CcDlvexF4AaABAg,,41Q3Nm3A6Co,False,author_6385,2026-05-21T17:02:30Z,2026-05-21T17:02:30Z,1,Sa,,0,ilmessaggero,author_6385,0
UgygoEVkIQFUE-0NSTV4AaABAg.AX4A0mdkaUvAX5Qd7IWp4D,UgygoEVkIQFUE-0NSTV4AaABAg,41Q3Nm3A6Co,True,author_4964,2026-05-22T02:12:04Z,2026-05-22T02:12:04Z,0,"😂😂😂😂😂😂😂😂😂
Chi guarda Lui 😂😂😂? C'è qualcosa di sano nel mondo dello spettacolo in Italia?",UgygoEVkIQFUE-0NSTV4AaABAg,1,ilmessaggero,author_4964,1
Ugycqv4_L6Cuturmez14AaABAg.AX4JpP8e-ZdAX5Qj49r3ff,Ugycqv4_L6Cuturmez14AaABAg,41Q3Nm3A6Co,True,author_4964,2026-05-22T02:12:52Z,2026-05-22T02:12:52Z,0,Ti è mancato prima però 😢!,Ugycqv4_L6Cuturmez14AaABAg,1,ilmessaggero,author_4964,0
UgxwaQuYuw7CcDlvexF4AaABAg.AX4Rk310AUCAX5QqHwU0jP,UgxwaQuYuw7CcDlvexF4AaABAg,41Q3Nm3A6Co,True,author_4964,2026-05-22T02:13:51Z,2026-05-22T02:13:51Z,0,Ti hanno tagliato le dita 😂😂😂 e non sai più scrivere 😂😂😂?,UgxwaQuYuw7CcDlvexF4AaABAg,1,ilmessaggero,author_4964,1
UgygoEVkIQFUE-0NSTV4AaABAg.AX4A0mdkaUvAX6yo9k11Pf,UgygoEVkIQFUE-0NSTV4AaABAg,41Q3Nm3A6Co,True,author_6300,2026-05-22T16:38:39Z,2026-05-22T16:38:39Z,1,Ma che vi prende? È ascoltato come testimone ma ci siete o ci fate?,UgygoEVkIQFUE-0NSTV4AaABAg,1,ilmessaggero,author_6300,0
Ugz9aL4xCt-ls2FA-DZ4AaABAg,,41Q3Nm3A6Co,False,author_6386,2026-05-22T16:49:50Z,2026-05-22T16:49:50Z,3,Schifo totale,,0,ilmessaggero,author_6386,1
UgygoEVkIQFUE-0NSTV4AaABAg.AX4A0mdkaUvAX9eVjF5Mrk,UgygoEVkIQFUE-0NSTV4AaABAg,41Q3Nm3A6Co,True,author_6387,2026-05-23T17:38:57Z,2026-05-23T17:38:57Z,0,"​author_7196 perdere, non darti pena per il nulla.",UgygoEVkIQFUE-0NSTV4AaABAg,1,ilmessaggero,author_6387,0
Ugx4M0FBzP9R-B56rhF4AaABAg,,41Q3Nm3A6Co,False,author_902,2026-05-24T05:58:47Z,2026-05-24T05:58:47Z,3,Che schifo di persone,,0,ilmessaggero,author_902,1
UgyakGm1ias7n2k6L1N4AaABAg,,41Q3Nm3A6Co,False,author_5483,2026-05-24T14:53:15Z,2026-05-24T14:53:15Z,2,Vergogna a chi l' ha fatto andare a San Remo.,,0,ilmessaggero,author_5483,1
UgwoRD-As5azi8fP9hZ4AaABAg,,41Q3Nm3A6Co,False,author_6388,2026-05-28T11:35:31Z,2026-05-28T11:35:31Z,0,Io lo conosci Riccardo Tisci abitava al mio paese Cermenate,,0,ilmessaggero,author_6388,0
