comment_id,parent_comment_id,video_id,is_reply,author,published_at,updated_at,like_count,text,inferred_parent_id,depth,newspaper,author_anon,label
Ugx9pTDBJtskIU0QGGF4AaABAg,,nTnuEfRVi1A,False,author_5636,2026-05-22T11:30:38Z,2026-05-22T11:30:38Z,0,Forza Francé,,0,ilmessaggero,author_5636,0
UgyBBErYD7hwvJoYIi94AaABAg,,nTnuEfRVi1A,False,author_2560,2026-05-22T11:53:24Z,2026-05-22T11:53:24Z,0,Avete rotto i coglioni 💩💩💩💩,,0,ilmessaggero,author_2560,1
Ugw3jyiRs7a7pAajJ4J4AaABAg,,nTnuEfRVi1A,False,author_6127,2026-05-22T11:55:06Z,2026-05-22T11:55:06Z,2,Luj la rimpiangera xsempre  lei e più bella della compagna di ora,,0,ilmessaggero,author_6127,1
Ugw3jyiRs7a7pAajJ4J4AaABAg.AX6TMPBezjFAX6VVI23Yt4,Ugw3jyiRs7a7pAajJ4J4AaABAg,nTnuEfRVi1A,True,author_2835,2026-05-22T12:13:47Z,2026-05-22T12:13:47Z,1,Ma cosa centra la bellezza?,Ugw3jyiRs7a7pAajJ4J4AaABAg,1,ilmessaggero,author_2835,0
Ugx32FrtVr2TFJC3Bk94AaABAg,,nTnuEfRVi1A,False,author_880,2026-05-22T12:17:20Z,2026-05-22T12:17:20Z,0,La sindrome di mezza età 😂😂😂,,0,ilmessaggero,author_880,0
UgznANmHpv4W1AQS2KF4AaABAg,,nTnuEfRVi1A,False,author_3688,2026-05-22T12:37:55Z,2026-05-22T12:37:55Z,1,"Credo che sia deprimente che una coppia come loro,simbolo di Roma,sia finito tutto così in tribunale...vergognatevi entrambi",,0,ilmessaggero,author_3688,1
UgznANmHpv4W1AQS2KF4AaABAg.AX6YG-gPY8VAX6iQTjm8Yc,UgznANmHpv4W1AQS2KF4AaABAg,nTnuEfRVi1A,True,author_3707,2026-05-22T14:15:28Z,2026-05-22T14:15:28Z,0,Condivido,UgznANmHpv4W1AQS2KF4AaABAg,1,ilmessaggero,author_3707,0
Ugw5TEG5ksy1qEtjlCh4AaABAg,,nTnuEfRVi1A,False,author_3296,2026-05-22T15:41:19Z,2026-05-22T15:41:19Z,0,Avevo previsto tutto più di 20 anni fa la fine che avrebbero fatto sti 2 pupazzi....lui pupazzo e lei  pupazza....te ne dovevi andare via da Roma pupazzo.,,0,ilmessaggero,author_3296,1
Ugw3jyiRs7a7pAajJ4J4AaABAg.AX6TMPBezjFAX7AsrYAPUw,Ugw3jyiRs7a7pAajJ4J4AaABAg,nTnuEfRVi1A,True,author_6128,2026-05-22T18:32:53Z,2026-05-22T18:32:53Z,0,La ragazza di oggi spende meno e si gode  Totti.,Ugw3jyiRs7a7pAajJ4J4AaABAg,1,ilmessaggero,author_6128,1
Ugyzr-T4ge0g1u1LXAN4AaABAg,,nTnuEfRVi1A,False,author_6129,2026-05-22T20:36:26Z,2026-05-22T20:36:26Z,0,France  du botte glie le potevi dare l ultima volta,,0,ilmessaggero,author_6129,1
Ugy5XyWr50qiZO24rWF4AaABAg,,nTnuEfRVi1A,False,author_597,2026-05-25T19:54:52Z,2026-05-25T19:54:52Z,0,Meglio di no,,0,ilmessaggero,author_597,0
