comment_id,parent_comment_id,video_id,is_reply,author,published_at,updated_at,like_count,text,inferred_parent_id,depth,newspaper,author_anon,annotator_number,label,type
UgwVUdEUu7cFe9jiUKx4AaABAg,,dydwzHnuhxE,False,author_4748,2026-05-22T09:54:26Z,2026-05-22T09:54:26Z,1,NON DOVEVA SUCCEDERE E BASTA,,0,lastampa,author_4748,1,0,gold
UgwVUdEUu7cFe9jiUKx4AaABAg.AX6FYeaZ0sdAX6KwsPm9cp,UgwVUdEUu7cFe9jiUKx4AaABAg,dydwzHnuhxE,True,author_2173,2026-05-22T10:41:34Z,2026-05-22T10:41:34Z,1,Ok bro! Ma stai sereno,UgwVUdEUu7cFe9jiUKx4AaABAg,1,lastampa,author_2173,1,0,gold
UgxEIi0-nCGo83hf3rl4AaABAg,,dydwzHnuhxE,False,author_4546,2026-05-22T11:31:43Z,2026-05-22T11:31:43Z,3,Vedete e ascoltate questi sommozzatori che parlano e spiegano sono sommozzatori sportivi ma sapevate che esistono sommozzatori professionisti e credete ne muoiono pochi nel mondo anche facendo lavori rischiosi non sapevate che che un brevetto sportivo lo prendono quasi chiunque esperti sportivi e pro non c'è paragone come giocare in serie A e giocare in terza serie,,0,lastampa,author_4546,1,0,gold
Ugx78hACzQdmGpiQ0kp4AaABAg,,dydwzHnuhxE,False,author_3512,2026-05-22T13:07:02Z,2026-05-22T13:07:02Z,8,Che coraggio già entrare nella grotta buia e impervia e dopo trovarsi i corpi morti.,,0,lastampa,author_3512,1,0,gold
UgzzL8qsl3M36P9_Wxd4AaABAg,,dydwzHnuhxE,False,author_3335,2026-05-22T14:37:04Z,2026-05-22T14:37:04Z,1,59 x 100 è assai 😢😢😢😢,,0,lastampa,author_3335,1,0,gold
UgzZst5Ga39JWpHosih4AaABAg,,dydwzHnuhxE,False,author_4885,2026-05-22T15:03:24Z,2026-05-22T15:03:24Z,2,Se sono sempre in acqua e' più probabile l incidente di uno che fa tre immersioni all' anno.,,0,lastampa,author_4885,1,0,gold
UgxEIi0-nCGo83hf3rl4AaABAg.AX6QgBVEgsSAX6pM1aoKhH,UgxEIi0-nCGo83hf3rl4AaABAg,dydwzHnuhxE,True,author_1387,2026-05-22T15:16:01Z,2026-05-22T15:16:01Z,1,"Punteggiatura, questa sconosciuta!",UgxEIi0-nCGo83hf3rl4AaABAg,1,lastampa,author_1387,1,0,gold
UgwVUdEUu7cFe9jiUKx4AaABAg.AX6FYeaZ0sdAX7DJep1kNc,UgwVUdEUu7cFe9jiUKx4AaABAg,dydwzHnuhxE,True,author_4886,2026-05-22T18:54:09Z,2026-05-22T18:54:09Z,1,"Battere i piedi non serve. Ognuno di noi ha diritto ai suoi errori e pagarne le conseguenze. Da estraneo ai fatti, leggendo delle bombole da 12 lt. Direi, che si erano guadagnati il ritiro dei brevetti, alternativa la morte.",UgwVUdEUu7cFe9jiUKx4AaABAg,1,lastampa,author_4886,1,0,gold
UgztCZ_GcRJdEXKK90t4AaABAg,,dydwzHnuhxE,False,author_1049,2026-05-22T23:15:39Z,2026-05-22T23:15:39Z,0,In una parola : overconfidence,,0,lastampa,author_1049,1,1,gold
UgxdgGQxse0LkzfjcOp4AaABAg,,dydwzHnuhxE,False,author_2079,2026-05-23T15:03:01Z,2026-05-23T15:03:01Z,2,Sì diventa esperti vincendo la paura. E quando non hai più paura ...sono guai.,,0,lastampa,author_2079,1,0,gold
UgzjHF35SbbcMsv9FIJ4AaABAg,,dydwzHnuhxE,False,author_4887,2026-05-23T18:39:32Z,2026-05-23T18:39:32Z,0,Il cavo di Arianna!!!!dove era il cavo di Arianna che si usa nelle immersioni?,,0,lastampa,author_4887,1,0,gold
Ugy1cSlKeqOJM8qkOAt4AaABAg,,dydwzHnuhxE,False,author_649,2026-05-24T07:04:56Z,2026-05-24T07:04:56Z,2,"Per fortuna che esistono queste persone così specializzate ,altrimenti le salme rimanevano li .Mi dispiace per quel sommozzatore maldiviano che è stato mandato allo sbaraglio",,0,lastampa,author_649,1,0,gold
Ugw1AC_r09OrvX7xX954AaABAg,,dydwzHnuhxE,False,author_4888,2026-05-26T08:59:42Z,2026-05-26T08:59:42Z,1,"Non credo a nulla di tutto quello che viene detto. Troppo strano tutto il quadro generale: la prof aveva alle spalle 5000 immersioni e sapeva quello che faceva. Non sarebbe mai scesa con una bomboletta da 12litri laggiù con la figlia per di più; chi la conosceva la descrive come precisa, prudente ed attenta e non torna nulla di tutto ciò qui. Per di più 5 su 5 morti.",,0,lastampa,author_4888,1,0,gold
