comment_id,parent_comment_id,video_id,is_reply,author,published_at,updated_at,like_count,text,inferred_parent_id,depth,newspaper,author_anon,label
UgwCR16UZZ1VtW37MtV4AaABAg,,GAfwi8V9jSE,False,author_4715,2026-05-22T11:15:37Z,2026-05-22T11:15:37Z,1,😮😮😮😅,,0,lastampa,author_4715,0
UgyYC9Jm7Az6rjCNS-t4AaABAg,,GAfwi8V9jSE,False,author_2044,2026-05-22T11:16:06Z,2026-05-22T11:16:06Z,6,La fame una brutta bestia ...😂😂😂😂😂😂,,0,lastampa,author_2044,0
UgymbEs8uT53U7cNZQ14AaABAg,,GAfwi8V9jSE,False,author_4716,2026-05-22T12:19:11Z,2026-05-22T12:19:11Z,0,"Un ""uomo"" non vale una parte del mio corpo!!! Neanche un respiro, già che ne aveva due di tipe dice molto al posto loro s'andava a mangiare e bere assieme e alla faccia sua!!!!!!!!",,0,lastampa,author_4716,1
UgxvSk03El5X2U4wFOR4AaABAg,,GAfwi8V9jSE,False,author_4717,2026-05-22T19:27:07Z,2026-05-22T19:27:07Z,4,Per un uomo...😢,,0,lastampa,author_4717,1
UgyOYFIfOy-lL6aXxLN4AaABAg,,GAfwi8V9jSE,False,author_4351,2026-05-22T22:49:23Z,2026-05-22T22:49:23Z,1,Povero uomo😅😅😅,,0,lastampa,author_4351,0
UgzdTrbu0qzs7S4_sSp4AaABAg,,GAfwi8V9jSE,False,author_4718,2026-05-22T23:34:52Z,2026-05-22T23:34:52Z,4,Ma per carità !!!!!! Per un uomo ???  Ancora che tradiva tutte due 😅😅😅😅,,0,lastampa,author_4718,0
Ugxf-g622BxFln0eopZ4AaABAg,,GAfwi8V9jSE,False,author_4091,2026-05-23T07:20:00Z,2026-05-23T07:20:00Z,0,😂😂😂😂😂😂😂😂😂😂😂😂ma ne valeva la pena?,,0,lastampa,author_4091,1
Ugybtwvqj7dOGncPl7V4AaABAg,,GAfwi8V9jSE,False,author_4719,2026-05-23T08:43:28Z,2026-05-23T08:43:28Z,0,Meglio che staccare l'uccello a morsi al deficiente,,0,lastampa,author_4719,1
Ugw2PwhYGYiCLubNTUJ4AaABAg,,GAfwi8V9jSE,False,author_4720,2026-05-23T09:45:54Z,2026-05-23T09:45:54Z,0,Per un tizio che metteva le corna ad entrambe....?!! 😮,,0,lastampa,author_4720,0
UgzkFJnKxhRz0m0UKd54AaABAg,,GAfwi8V9jSE,False,author_4721,2026-05-23T17:35:39Z,2026-05-23T17:35:39Z,1,"Ma invece di scannarsi tra loro, che oltretutto non sapevano niente l' una dell' altra, perché non si coalizzavano e gliela facevano pagare a quel deficiente, sarebbe stato più divertente😂😂😂😂😂",,0,lastampa,author_4721,1
