comment_id,parent_comment_id,video_id,is_reply,author,published_at,updated_at,like_count,text,inferred_parent_id,depth,newspaper,author_anon,label
UgwLseA6tIr2O6C2frd4AaABAg,,_X9ofcYGK_0,False,author_3565,2026-05-22T07:27:45Z,2026-05-22T07:27:45Z,9,"Facevano ancora gli sbruffoni, oltre ad aver rovinato la vita ad una famiglia",,0,corriere_della_sera,author_3565,1
Ugz4isfnrY47JtTt63Z4AaABAg,,_X9ofcYGK_0,False,author_3566,2026-05-22T07:45:05Z,2026-05-22T07:45:05Z,5,Spero che sia così. Veramente di ❤...giustizia,,0,corriere_della_sera,author_3566,0
Ugz4Rj4_J9sOFCnxYdR4AaABAg,,_X9ofcYGK_0,False,author_3567,2026-05-22T09:03:26Z,2026-05-22T09:03:26Z,4,Può essere mai che la vita umana valga così poco..,,0,corriere_della_sera,author_3567,0
UgyPC2vlYhzMoAKw36R4AaABAg,,_X9ofcYGK_0,False,author_3568,2026-05-22T09:04:12Z,2026-05-22T09:04:12Z,0,LA povera ragazza e' morta. chi   e' in Vita gode....,,0,corriere_della_sera,author_3568,1
UgxIDpld2OoV7-4fYFd4AaABAg,,_X9ofcYGK_0,False,author_3569,2026-05-22T09:44:32Z,2026-05-22T09:44:32Z,2,Mah...voglio vedere cosa risarciranno questi 🤔🤔,,0,corriere_della_sera,author_3569,1
UgymVWA1CSGrm7sITTF4AaABAg,,_X9ofcYGK_0,False,author_3570,2026-05-22T09:47:51Z,2026-05-22T09:47:51Z,0,"Ottima notizia 
Pagheranno con la casa dei genitori la macchina e tutto quanto certa gentaglia deve morire in carcere",,0,corriere_della_sera,author_3570,1
UgyPaYLE6YJ9951zGE14AaABAg,,_X9ofcYGK_0,False,author_1927,2026-05-22T11:31:49Z,2026-05-22T11:31:49Z,4,"Ergastolo, idioti",,0,corriere_della_sera,author_1927,1
UgxzQqViWsWuyJgg9Jh4AaABAg,,_X9ofcYGK_0,False,author_3571,2026-05-22T14:14:02Z,2026-05-22T14:14:02Z,0,Sarebbero da fare fuori,,0,corriere_della_sera,author_3571,1
UgzygBgRah6k1iw1mP94AaABAg,,_X9ofcYGK_0,False,author_1831,2026-05-22T15:04:13Z,2026-05-22T15:04:13Z,0,L e sofferenze non hanno un prezzo x Martina. Per i genitori uno strazio perpetuo,,0,corriere_della_sera,author_1831,0
UgzlOTvSXr0XKzlZ-Bx4AaABAg,,_X9ofcYGK_0,False,author_3572,2026-05-22T15:53:02Z,2026-05-22T15:53:02Z,1,Spero che sia vero ché paghino queste persone,,0,corriere_della_sera,author_3572,0
UgxbF_f5EpkK0liiOn94AaABAg,,_X9ofcYGK_0,False,author_703,2026-05-22T17:20:07Z,2026-05-22T17:20:07Z,0,Questi sono italiani quindi pagano. Se fossero stati mussulmani?,,0,corriere_della_sera,author_703,1
Ugy7QwbxMkQJaOw-klB4AaABAg,,_X9ofcYGK_0,False,author_709,2026-05-22T22:25:57Z,2026-05-22T22:25:57Z,0,Saranno morti di fame e non ci sarà nessuno risarcimento purtroppo.,,0,corriere_della_sera,author_709,1
Ugw05w2zdSwYRZYYpFl4AaABAg,,_X9ofcYGK_0,False,author_3573,2026-05-22T23:14:36Z,2026-05-22T23:14:36Z,0,Io da genitore non so a Cosa servono quei soldi Primo Sono pochi  e non ti danno felicita Secondo ti aprono ancora di piu il dolore  Della perdita della Figlia terzo ci vorebbe La Pena di morte per quella gentaglia Anno uciso Ed distrutto Una famiglia Ed e Giusto Che pagano Con La stessa moneta morte lenta perche il carcere e un lusso .e non CE cifra Che possa valere per Una perdita di Una Figlia .io da Padre Che si tengono i loro soldi Ma Che gli facciano fare La stessa fine Che loro Anno fatto fare a questa povera ragaza 🕯️🙏❤e condoglianze Alla famiglia di questa ragaza e Che La sua anima riposi in pace,,0,corriere_della_sera,author_3573,1
Ugzq3MCU7qPE9wICTIF4AaABAg,,_X9ofcYGK_0,False,author_3574,2026-05-23T07:10:28Z,2026-05-23T07:10:28Z,0,Invece di mandarli in galera,,0,corriere_della_sera,author_3574,1
