comment_id,parent_comment_id,video_id,is_reply,author,published_at,updated_at,like_count,text,inferred_parent_id,depth,newspaper,author_anon,label
UgwNRMRvOfBg-m5Akbp4AaABAg,,TTq6l8PB6Pg,False,author_3298,2026-05-27T05:45:09Z,2026-05-27T05:45:33Z,0,Ormai hanno intrapreso quella strada e continueranno nel loro progetto.  È necessario liberarci di queste zecche prima che sia troppo tardi. Remigrazione !!,,0,corriere_della_sera,author_3298,1
UgziMHwr40NToG0-LlF4AaABAg,,TTq6l8PB6Pg,False,author_213,2026-05-27T05:48:13Z,2026-05-27T05:48:13Z,0,"Davvero qualcuno crede ancora che il marocchino che se lanciato con La sua auto a Modena su dei passanti sia matto ( e per carità lo e'), questa e La tesi ufficiale per evitare di spandere terrore, via questa cloaca dall' Italia",,0,corriere_della_sera,author_213,1
UgxA2G4fw6HPgXAgJ1J4AaABAg,,TTq6l8PB6Pg,False,author_471,2026-05-27T05:48:29Z,2026-05-27T05:48:29Z,1,"🤔 E chi è lo Stato Islamico?, 🤔",,0,corriere_della_sera,author_471,0
UgxbF76YBQwrRawxQ3B4AaABAg,,TTq6l8PB6Pg,False,author_3305,2026-05-27T06:27:50Z,2026-05-27T06:27:50Z,2,Abbiamo le serpi in casa 😢,,0,corriere_della_sera,author_3305,0
UgwR05DqHsO72wwnOld4AaABAg,,TTq6l8PB6Pg,False,author_3306,2026-05-27T07:25:31Z,2026-05-27T07:25:31Z,1,SONO PAZZI PERO' SANNO USARE INTERNET ... MA CHE STRANO !!!!,,0,corriere_della_sera,author_3306,0
UgzHwK69zaRE1Iwj9Fx4AaABAg,,TTq6l8PB6Pg,False,author_83,2026-05-27T08:01:07Z,2026-05-27T08:01:07Z,2,Grazia di Mattarella o psicologicamente instabile? Vediamo come li salveranno,,0,corriere_della_sera,author_83,1
UgzVsHLfmfF1gUY_Ef54AaABAg,,TTq6l8PB6Pg,False,author_3255,2026-05-27T09:30:30Z,2026-05-27T09:30:30Z,0,Citta' sinistre di integrazione...islamica?,,0,corriere_della_sera,author_3255,1
Ugw6e18Q2ylWOkffxyN4AaABAg,,TTq6l8PB6Pg,False,author_3307,2026-05-27T12:40:08Z,2026-05-27T12:40:08Z,2,questi sono pazzi! (parola del PD),,0,corriere_della_sera,author_3307,1
UgylJdw9rnkWc6B_mhp4AaABAg,,TTq6l8PB6Pg,False,author_3308,2026-05-27T14:56:22Z,2026-05-27T14:56:22Z,1,"Sarà sempre peggio,",,0,corriere_della_sera,author_3308,0
Ugz0kEzrfveZb9SQsI14AaABAg,,TTq6l8PB6Pg,False,author_427,2026-05-27T18:02:06Z,2026-05-27T18:02:06Z,1,"Zona della sx.. li proteggono , Verano , li mettono prima degli italiani... Chissà cosa dovrà accadere prima che la gente si sveglia e riprenda voler il popolo italiano al primo posto",,0,corriere_della_sera,author_427,1
