comment_id,parent_comment_id,video_id,is_reply,author,published_at,updated_at,like_count,text,inferred_parent_id,depth,newspaper,author_anon,label
Ugx2GP3-2kwprNfHoqJ4AaABAg,,VeHC1noGyn4,False,author_3899,2026-05-20T13:04:34Z,2026-05-20T13:04:34Z,2,Ecco un botto di benzina jet €€€ sprecato perché a qualcuno non li andava di fare servizio,,0,corriere_della_sera,author_3899,1
Ugwd57Fz5AON4CzlqMN4AaABAg,,VeHC1noGyn4,False,author_3579,2026-05-20T14:19:02Z,2026-05-20T14:19:02Z,5,Sono dell'idea che tutti questi aerei possano tranquillamente restare a terra.,,0,corriere_della_sera,author_3579,0
UgypmTiGpp8CG2Wg2RR4AaABAg,,VeHC1noGyn4,False,author_3900,2026-05-20T20:41:06Z,2026-05-20T20:41:06Z,0,"E che avrebbe dovuto fare, continuare il volo?",,0,corriere_della_sera,author_3900,0
Ugze_aIRnlxNxuaSW0B4AaABAg,,VeHC1noGyn4,False,author_3901,2026-05-21T06:49:42Z,2026-05-21T06:49:42Z,1,"La sicurezza prima di tutto, 
poi vediamo di vedere tutti gli altri ""perche""",,0,corriere_della_sera,author_3901,0
UgwplMSdC2yTSzOMXPR4AaABAg,,VeHC1noGyn4,False,author_3902,2026-05-21T07:10:22Z,2026-05-21T07:10:22Z,0,Tail strike,,0,corriere_della_sera,author_3902,0
UgypmTiGpp8CG2Wg2RR4AaABAg.AX2FyB6IoNOAX3eLXpQ3AG,UgypmTiGpp8CG2Wg2RR4AaABAg,VeHC1noGyn4,True,author_3899,2026-05-21T09:42:07Z,2026-05-21T09:42:07Z,0,"Servizio del aeroplano prima che partisse, capisco che con un guadagno di milioni in tasse del utilizzo del aeroporto non si può assicurarsi che l'aeroplano fosse sicuro per il viaggio",UgypmTiGpp8CG2Wg2RR4AaABAg,1,corriere_della_sera,author_3899,1
UgypmTiGpp8CG2Wg2RR4AaABAg.AX2FyB6IoNOAX3emtK_iTQ,UgypmTiGpp8CG2Wg2RR4AaABAg.AX2FyB6IoNOAX3eLXpQ3AG,VeHC1noGyn4,True,author_3900,2026-05-21T09:45:59Z,2026-05-21T09:45:59Z,0,author_3899 che?,UgypmTiGpp8CG2Wg2RR4AaABAg.AX2FyB6IoNOAX3eLXpQ3AG,2,corriere_della_sera,author_3900,0
Ugwd57Fz5AON4CzlqMN4AaABAg.AX1_EtxWunzAX3ipJSCaUZ,Ugwd57Fz5AON4CzlqMN4AaABAg,VeHC1noGyn4,True,author_3903,2026-05-21T10:21:16Z,2026-05-21T10:21:16Z,0,Solo perché tu stai bene sul divano non vuol dire che la gente non debba spostarsi,Ugwd57Fz5AON4CzlqMN4AaABAg,1,corriere_della_sera,author_3903,0
Ugwd57Fz5AON4CzlqMN4AaABAg.AX1_EtxWunzAX3kRFFIKnl,Ugwd57Fz5AON4CzlqMN4AaABAg.AX1_EtxWunzAX3ipJSCaUZ,VeHC1noGyn4,True,author_3579,2026-05-21T10:35:19Z,2026-05-21T10:35:19Z,0,​author_7225 divano non so neanche cosa sia. Comunque grazie del tuo parere.,Ugwd57Fz5AON4CzlqMN4AaABAg.AX1_EtxWunzAX3ipJSCaUZ,2,corriere_della_sera,author_3579,0
Ugx2GP3-2kwprNfHoqJ4AaABAg.AX1RiVB10soAX3t07OTyjU,Ugx2GP3-2kwprNfHoqJ4AaABAg,VeHC1noGyn4,True,author_3320,2026-05-21T11:50:16Z,2026-05-21T11:50:16Z,1,gli,Ugx2GP3-2kwprNfHoqJ4AaABAg,1,corriere_della_sera,author_3320,0
