comment_id,parent_comment_id,video_id,is_reply,author,published_at,updated_at,like_count,text,inferred_parent_id,depth,newspaper,author_anon,annotator_number,label,type
UgxO3gSQ-s7w39PV_rd4AaABAg,,UzDNbU-_zl4,False,author_3950,2026-05-20T08:40:50Z,2026-05-20T08:40:50Z,2,stava a casa e non gli succedeva niente,,0,corriere_della_sera,author_3950,2,1,gold
Ugwt-hjcsDhAiLYpROl4AaABAg,,UzDNbU-_zl4,False,author_3951,2026-05-20T09:10:51Z,2026-05-20T09:10:51Z,6,"R.i.p bellissimo angelo, condoglianze alla famiglia 🙏💔",,0,corriere_della_sera,author_3951,2,0,gold
UgxO3gSQ-s7w39PV_rd4AaABAg.AX0yXrtRudWAX11Dz0rf_7,UgxO3gSQ-s7w39PV_rd4AaABAg,UzDNbU-_zl4,True,author_3952,2026-05-20T09:13:04Z,2026-05-20T09:13:04Z,13,"Potrei rispondere in modo sprezzante ad un commento prodotto da una così bassa massa cerebrale; ma, mi limiterò a consigliarle la vista del film ""Alla ricerca di Nemo"" della Disney. Forse, ritroverà un po' di intelletto ed umanità durante lo scorrere delle immagini. Il mio pensiero invece, è che non ci si può rinchiudere in una gabbia per paura aspettando semplicemente lo scorrere del tempo. La vita va assaporata, vissuta con amore e gioia. Lei era una ragazza amata, piena di vita ed è morta facendo una cosa che l'appassionava insieme alla sua mamma. È successo qualcosa, sono morti in 5. La madre era esperta e, non avrebbe mai messo in pericolo la figlia. Rispettiamo il dolore delle famiglie e di un padre che ha avuto una così grave duplice perdita per favore. Ritrovate umanità se ancora ne avete. R i.p❤⚘️",UgxO3gSQ-s7w39PV_rd4AaABAg,1,corriere_della_sera,author_3952,2,0,gold
UgxNpgWgK_T_pGV6YHp4AaABAg,,UzDNbU-_zl4,False,author_3953,2026-05-20T09:19:54Z,2026-05-20T09:19:54Z,5,Povera ragazza purtroppo è andata via troppo presto. ❤,,0,corriere_della_sera,author_3953,2,0,gold
Ugyz0xZ7HhTcV_sm64d4AaABAg,,UzDNbU-_zl4,False,author_3954,2026-05-20T09:24:59Z,2026-05-20T09:24:59Z,9,"Mi dispiace molto per il fidanzato, per il padre e per il fratello.",,0,corriere_della_sera,author_3954,2,0,gold
UgxO3gSQ-s7w39PV_rd4AaABAg.AX0yXrtRudWAX139kx90zw,UgxO3gSQ-s7w39PV_rd4AaABAg.AX0yXrtRudWAX11Dz0rf_7,UzDNbU-_zl4,True,author_3955,2026-05-20T09:29:58Z,2026-05-20T09:29:58Z,2,"@author_3952 Al di là del commento che poteva evitare, ci sono posti dove meglio nn andarci, anche se si ha esperienza, in mare come in montagna.",UgxO3gSQ-s7w39PV_rd4AaABAg.AX0yXrtRudWAX11Dz0rf_7,2,corriere_della_sera,author_3955,2,0,gold
UgxO3gSQ-s7w39PV_rd4AaABAg.AX0yXrtRudWAX13n4-4HVB,UgxO3gSQ-s7w39PV_rd4AaABAg.AX0yXrtRudWAX139kx90zw,UzDNbU-_zl4,True,author_3952,2026-05-20T09:35:29Z,2026-05-20T09:35:29Z,6,"@user avete ascoltato le notizie? Era il loro lavoro Non erano lì per divertimento La dinamica della morte non è stata ancora resa nota Ragionando così, non ci sarebbero state mai nuove scoperte a questo mondo. Tutto ciò che sappiamo e vediamo anche nei documentari, lo dobbiamo anche al lavoro dei ricercatori. Io chiedo solo di commentare con rispetto, tutto qua. Soprattutto davanti alla morte.",UgxO3gSQ-s7w39PV_rd4AaABAg.AX0yXrtRudWAX139kx90zw,3,corriere_della_sera,author_3952,2,0,gold
UgxO3gSQ-s7w39PV_rd4AaABAg.AX0yXrtRudWAX14grji59_,UgxO3gSQ-s7w39PV_rd4AaABAg,UzDNbU-_zl4,True,author_3956,2026-05-20T09:43:22Z,2026-05-20T09:43:22Z,0,Anche a te se non commenti,UgxO3gSQ-s7w39PV_rd4AaABAg,1,corriere_della_sera,author_3956,2,1,gold
UgxO3gSQ-s7w39PV_rd4AaABAg.AX0yXrtRudWAX16-vrRmHB,UgxO3gSQ-s7w39PV_rd4AaABAg,UzDNbU-_zl4,True,author_3957,2026-05-20T09:54:51Z,2026-05-20T09:54:51Z,0,E tu stavi zitta e non sprecavi il tempo e neanche il nostro,UgxO3gSQ-s7w39PV_rd4AaABAg,1,corriere_della_sera,author_3957,2,1,gold
UgwtFGPMSSAGTujrfYB4AaABAg,,UzDNbU-_zl4,False,author_3958,2026-05-20T10:06:00Z,2026-05-20T10:06:00Z,2,❤❤❤❤❤❤❤❤❤,,0,corriere_della_sera,author_3958,2,0,gold
UgyuV-jcdGRLPc23CQ54AaABAg,,UzDNbU-_zl4,False,author_3565,2026-05-20T10:22:10Z,2026-05-20T10:22:10Z,3,Tristezza infinita,,0,corriere_della_sera,author_3565,2,0,gold
UgyVvErQn_UuR4NPXGd4AaABAg,,UzDNbU-_zl4,False,author_1831,2026-05-20T11:48:18Z,2026-05-20T11:48:18Z,3,"Per essere avvezzi alle immersioni, forse hanno sottovalutato l' imprevisto...Rip",,0,corriere_della_sera,author_1831,2,0,gold
UgyxEUFie7bTaw5j9rd4AaABAg,,UzDNbU-_zl4,False,author_3959,2026-05-20T12:04:29Z,2026-05-20T12:04:29Z,3,❤❤❤❤❤❤❤❤❤❤❤mi spiace tantissimo un saluto da Bruno,,0,corriere_della_sera,author_3959,2,0,gold
UgwGP_wxEbkLrHRCzhB4AaABAg,,UzDNbU-_zl4,False,author_1834,2026-05-20T12:56:27Z,2026-05-20T12:56:27Z,0,Perché portare anche la figlia a queste profondita'non lo sai che il rischio c'e'sempre?,,0,corriere_della_sera,author_1834,2,0,gold
